,APR DRG Code,County,Weighted avg,Total Population,Median age,Number of Households,Median Income
7383,346,Putnam,33081.06,99464,43.8,34316,99608
7384,346,Queens,37588.03,2339280,38.3,777904,62008
7385,346,Rensselaer,24877.23,159800,39.9,64456,63166
7386,346,Richmond,33620.53,475948,39.9,166150,76244
7387,346,Rockland,46015.43,325027,36.2,99935,88571
7388,346,Saint Lawrence,12431.24,,,,
7389,346,Saratoga,25576.23,226632,42.3,93129,77548
7390,346,Schenectady,35777.29,155239,39.8,53825,61315
7391,346,Schuyler,6662.3,18112,45.7,7444,47810
7392,346,Steuben,13903.42,97539,42.4,40351,50157
7393,346,Suffolk,49579.56,1497595,41,489328,92838
7394,346,Sullivan,22625.58,75783,42.6,27679,53877
7395,346,Tompkins,12165.75,104415,30.4,38986,56200
7396,346,Ulster,35444.47,180129,43.6,69662,61652
7397,346,Warren,25904.02,64701,46.2,27249,60222
7398,346,Wayne,14519.56,91442,43.6,36578,53693
7399,346,Westchester,46386.15,975321,40.6,345885,89968
7400,346,Wyoming,5329.22,40886,41.8,15686,55459
7401,346,Yates,7847.8,25083,41.7,9338,51758
7402,347,Albany,25923.22,308580,37.8,125376,62293
7403,347,Allegany,9392.83,47400,38.6,18124,45359
7404,347,Bronx,32112.14,1455846,33.6,495356,36593
7405,347,Broome,19171.76,196124,39.6,78821,49064
7406,347,Cattaraugus,8353.25,78175,41.7,31723,45571
7407,347,Cayuga,14587.03,78319,42.5,31428,54664
7408,347,Chautauqua,8330.77,130846,42.3,52983,44304
7409,347,Chemung,16979.18,86883,41.2,34664,51251
7410,347,Chenango,13322.1,48763,44.4,20373,48567
7411,347,Clinton,20874.29,81224,39.4,31680,52759
7412,347,Columbia,12609.09,61481,47.4,25470,61093
7413,347,Cortland,11201.22,48334,36.2,17925,52451
7414,347,Delaware,8049.89,45950,47,19098,47921
7415,347,Dutchess,31303.98,295685,41.8,107384,75585
7416,347,Erie,14712.98,923995,40.3,386371,54006
7417,347,Essex,9615.99,38233,46.7,15257,55294
7418,347,Franklin,11504.55,51054,40.5,18956,50733
7419,347,Fulton,18537.2,53955,43.4,22535,48033
7420,347,Genesee,13481.89,58537,43.2,23951,54033
7421,347,Herkimer,9512.19,62943,43.7,25187,49077
7422,347,Jefferson,23410.13,116567,31.9,43206,50322
7423,347,Kings,27173.46,2635121,34.8,944650,52782
7424,347,Lewis,8932.11,26845,41.8,10236,51475
7425,347,Livingston,10811.48,64373,40.4,24432,53654
7426,347,Madison,13397.88,71760,41.3,26307,58365
7427,347,Monroe,16701.99,748680,38.6,300496,55272
7428,347,Montgomery,15698.14,49500,41.1,19700,47449
7429,347,Nassau,34394.6,1363069,41.5,444136,105744
7430,347,New York,36483.92,1653877,37.1,758345,79781
7431,347,Niagara,10106.9,212675,43,87978,51656
7432,347,Oneida,14894.44,232324,41,90472,51316
7433,347,Onondaga,20373.94,467669,38.8,185840,57271
7434,347,Ontario,11561.58,109491,43.4,44269,61710
7435,347,Orange,30559.34,378174,36.9,126460,75146
7436,347,Orleans,6269.35,41584,42.8,16214,49223
7437,347,Oswego,13531.96,119833,39.8,45881,51755
7438,347,Otsego,11796.16,60750,42,23627,51254
7439,347,Putnam,27469.81,99464,43.8,34316,99608
7440,347,Queens,25778.09,2339280,38.3,777904,62008
7441,347,Rensselaer,17447.3,159800,39.9,64456,63166
7442,347,Richmond,27291.54,475948,39.9,166150,76244
7443,347,Rockland,32175.08,325027,36.2,99935,88571
7444,347,Saint Lawrence,10489.6,,,,
7445,347,Saratoga,23097.33,226632,42.3,93129,77548
7446,347,Schenectady,18244.09,155239,39.8,53825,61315
7447,347,Schuyler,6493,18112,45.7,7444,47810
7448,347,Steuben,11695.54,97539,42.4,40351,50157
7449,347,Suffolk,36472.89,1497595,41,489328,92838
7450,347,Sullivan,20924.52,75783,42.6,27679,53877
7451,347,Tompkins,9646.07,104415,30.4,38986,56200
7452,347,Ulster,26580.88,180129,43.6,69662,61652
7453,347,Warren,14937.84,64701,46.2,27249,60222
7454,347,Wayne,16243.69,91442,43.6,36578,53693
7455,347,Westchester,29499.27,975321,40.6,345885,89968
7456,347,Wyoming,6588.55,40886,41.8,15686,55459
7457,347,Yates,9526.79,25083,41.7,9338,51758
7458,349,Albany,27388.26,308580,37.8,125376,62293
7459,349,Allegany,16318.91,47400,38.6,18124,45359
7460,349,Bronx,43947.14,1455846,33.6,495356,36593
7461,349,Broome,23153.88,196124,39.6,78821,49064
7462,349,Cattaraugus,11152.76,78175,41.7,31723,45571
7463,349,Cayuga,17218.5,78319,42.5,31428,54664
7464,349,Chautauqua,9597.34,130846,42.3,52983,44304
7465,349,Chemung,13339.13,86883,41.2,34664,51251
7466,349,Chenango,14066.81,48763,44.4,20373,48567
7467,349,Clinton,19886.12,81224,39.4,31680,52759
7468,349,Columbia,16600.26,61481,47.4,25470,61093
7469,349,Cortland,12725.01,48334,36.2,17925,52451
7470,349,Delaware,12577.8,45950,47,19098,47921
7471,349,Dutchess,50940.65,295685,41.8,107384,75585
7472,349,Erie,18125.02,923995,40.3,386371,54006
7473,349,Essex,4769.97,38233,46.7,15257,55294
7474,349,Franklin,10814.95,51054,40.5,18956,50733
7475,349,Fulton,16214.82,53955,43.4,22535,48033
7476,349,Genesee,13173.13,58537,43.2,23951,54033
7477,349,Herkimer,9165.86,62943,43.7,25187,49077
7478,349,Jefferson,14949.73,116567,31.9,43206,50322
7479,349,Kings,42316.42,2635121,34.8,944650,52782
7480,349,Lewis,11134.23,26845,41.8,10236,51475
7481,349,Livingston,10541.31,64373,40.4,24432,53654
7482,349,Madison,12758.64,71760,41.3,26307,58365
7483,349,Monroe,18381.85,748680,38.6,300496,55272
7484,349,Montgomery,13879.96,49500,41.1,19700,47449
7485,349,Nassau,40314.23,1363069,41.5,444136,105744
7486,349,New York,44587.52,1653877,37.1,758345,79781
7487,349,Niagara,11599.61,212675,43,87978,51656
7488,349,Oneida,17763.11,232324,41,90472,51316
7489,349,Onondaga,28748.81,467669,38.8,185840,57271
7490,349,Ontario,13517.25,109491,43.4,44269,61710
7491,349,Orange,39143.59,378174,36.9,126460,75146
7492,349,Orleans,13937,41584,42.8,16214,49223
7493,349,Oswego,16552.58,119833,39.8,45881,51755
7494,349,Otsego,14467.07,60750,42,23627,51254
7495,349,Putnam,45040.57,99464,43.8,34316,99608
7496,349,Queens,37655.38,2339280,38.3,777904,62008
7497,349,Rensselaer,22124.25,159800,39.9,64456,63166
7498,349,Richmond,37650.18,475948,39.9,166150,76244
7499,349,Rockland,34668.07,325027,36.2,99935,88571
7500,349,Saint Lawrence,9564.6,,,,
7501,349,Saratoga,18713.77,226632,42.3,93129,77548
7502,349,Schenectady,22270.66,155239,39.8,53825,61315
7503,349,Schuyler,11277.58,18112,45.7,7444,47810
7504,349,Steuben,10256.15,97539,42.4,40351,50157
7505,349,Suffolk,40031.95,1497595,41,489328,92838
7506,349,Sullivan,26848.11,75783,42.6,27679,53877
7507,349,Tompkins,8382.15,104415,30.4,38986,56200
7508,349,Ulster,21789.09,180129,43.6,69662,61652
7509,349,Warren,21034.99,64701,46.2,27249,60222
7510,349,Wayne,11819.94,91442,43.6,36578,53693
7511,349,Westchester,39442.9,975321,40.6,345885,89968
7512,349,Wyoming,6907.24,40886,41.8,15686,55459
7513,349,Yates,7376,25083,41.7,9338,51758
7514,351,Albany,23401.52,308580,37.8,125376,62293
7515,351,Allegany,9505.47,47400,38.6,18124,45359
7516,351,Bronx,26764.18,1455846,33.6,495356,36593
7517,351,Broome,23235.64,196124,39.6,78821,49064
7518,351,Cattaraugus,9762.2,78175,41.7,31723,45571
7519,351,Cayuga,14783.19,78319,42.5,31428,54664
7520,351,Chautauqua,7770.89,130846,42.3,52983,44304
7521,351,Chemung,13568.5,86883,41.2,34664,51251
7522,351,Chenango,18303.03,48763,44.4,20373,48567
7523,351,Clinton,18288.52,81224,39.4,31680,52759
7524,351,Columbia,12133.2,61481,47.4,25470,61093
7525,351,Cortland,9362.2,48334,36.2,17925,52451
7526,351,Delaware,7250.73,45950,47,19098,47921
7527,351,Dutchess,29395.3,295685,41.8,107384,75585
7528,351,Erie,14310.11,923995,40.3,386371,54006
7529,351,Essex,7867.15,38233,46.7,15257,55294
7530,351,Franklin,11608,51054,40.5,18956,50733
7531,351,Fulton,18668.9,53955,43.4,22535,48033
7532,351,Genesee,11565.72,58537,43.2,23951,54033
7533,351,Herkimer,9462.96,62943,43.7,25187,49077
7534,351,Jefferson,18029.96,116567,31.9,43206,50322
7535,351,Kings,23249.12,2635121,34.8,944650,52782
7536,351,Lewis,9578.23,26845,41.8,10236,51475
7537,351,Livingston,8441.69,64373,40.4,24432,53654
7538,351,Madison,13119.79,71760,41.3,26307,58365
7539,351,Monroe,13828.99,748680,38.6,300496,55272
7540,351,Montgomery,16377.43,49500,41.1,19700,47449
7541,351,Nassau,30765.05,1363069,41.5,444136,105744
7542,351,New York,32257.64,1653877,37.1,758345,79781
7543,351,Niagara,10149.88,212675,43,87978,51656
7544,351,Oneida,14485.99,232324,41,90472,51316
7545,351,Onondaga,18488.23,467669,38.8,185840,57271
7546,351,Ontario,10254.33,109491,43.4,44269,61710
7547,351,Orange,28669.1,378174,36.9,126460,75146
7548,351,Orleans,7559.08,41584,42.8,16214,49223
7549,351,Oswego,13380.64,119833,39.8,45881,51755
7550,351,Otsego,11304.11,60750,42,23627,51254
7551,351,Putnam,26919,99464,43.8,34316,99608
7552,351,Queens,23838.58,2339280,38.3,777904,62008
7553,351,Rensselaer,17946.15,159800,39.9,64456,63166
7554,351,Richmond,23541.87,475948,39.9,166150,76244
7555,351,Rockland,25846.94,325027,36.2,99935,88571
7556,351,Saint Lawrence,9770.74,,,,
7557,351,Saratoga,21375.2,226632,42.3,93129,77548
7558,351,Schenectady,19137.6,155239,39.8,53825,61315
7559,351,Schuyler,6560.53,18112,45.7,7444,47810
7560,351,Steuben,10305.11,97539,42.4,40351,50157
7561,351,Suffolk,30277.18,1497595,41,489328,92838
7562,351,Sullivan,21800.45,75783,42.6,27679,53877
7563,351,Tompkins,9581.95,104415,30.4,38986,56200
7564,351,Ulster,21738.98,180129,43.6,69662,61652
7565,351,Warren,15014.24,64701,46.2,27249,60222
7566,351,Wayne,13468.16,91442,43.6,36578,53693
7567,351,Westchester,24998.44,975321,40.6,345885,89968
7568,351,Wyoming,6935.85,40886,41.8,15686,55459
7569,351,Yates,8238.93,25083,41.7,9338,51758
7570,361,Albany,55844.38,308580,37.8,125376,62293
7571,361,Allegany,33452.1,47400,38.6,18124,45359
7572,361,Bronx,71318.77,1455846,33.6,495356,36593
7573,361,Broome,53394.75,196124,39.6,78821,49064
7574,361,Cattaraugus,13638,78175,41.7,31723,45571
7575,361,Cayuga,20853.33,78319,42.5,31428,54664
7576,361,Chautauqua,16951.19,130846,42.3,52983,44304
7577,361,Chemung,25867.16,86883,41.2,34664,51251
7578,361,Chenango,37931,48763,44.4,20373,48567
7579,361,Clinton,30362.7,81224,39.4,31680,52759
7580,361,Columbia,30815.08,61481,47.4,25470,61093
7581,361,Cortland,13192.96,48334,36.2,17925,52451
7582,361,Dutchess,48003.79,295685,41.8,107384,75585
7583,361,Erie,33639.32,923995,40.3,386371,54006
7584,361,Franklin,17031.01,51054,40.5,18956,50733
7585,361,Fulton,10703.18,53955,43.4,22535,48033
7586,361,Genesee,16632.71,58537,43.2,23951,54033
7587,361,Herkimer,9848.02,62943,43.7,25187,49077
7588,361,Jefferson,40155.51,116567,31.9,43206,50322
7589,361,Kings,49375.64,2635121,34.8,944650,52782
7590,361,Lewis,13589.91,26845,41.8,10236,51475
7591,361,Livingston,26695.73,64373,40.4,24432,53654
7592,361,Madison,19358.6,71760,41.3,26307,58365
7593,361,Monroe,29338.2,748680,38.6,300496,55272
7594,361,Montgomery,33874.83,49500,41.1,19700,47449
7595,361,Nassau,59304.22,1363069,41.5,444136,105744
7596,361,New York,60983.99,1653877,37.1,758345,79781
7597,361,Niagara,25580.94,212675,43,87978,51656
7598,361,Oneida,25672.07,232324,41,90472,51316
7599,361,Onondaga,52943.57,467669,38.8,185840,57271
7600,361,Ontario,18511.59,109491,43.4,44269,61710
7601,361,Orange,53331.5,378174,36.9,126460,75146
7602,361,Orleans,8693.4,41584,42.8,16214,49223
7603,361,Oswego,25903.04,119833,39.8,45881,51755
7604,361,Otsego,39355.26,60750,42,23627,51254
7605,361,Putnam,61564.89,99464,43.8,34316,99608
7606,361,Queens,47218.23,2339280,38.3,777904,62008
7607,361,Rensselaer,44140.85,159800,39.9,64456,63166
7608,361,Richmond,96301.76,475948,39.9,166150,76244
7609,361,Rockland,69915.4,325027,36.2,99935,88571
7610,361,Saint Lawrence,12333.32,,,,
7611,361,Saratoga,37261.33,226632,42.3,93129,77548
7612,361,Schenectady,52092.69,155239,39.8,53825,61315
7613,361,Schuyler,18980.4,18112,45.7,7444,47810
7614,361,Steuben,26017.25,97539,42.4,40351,50157
7615,361,Suffolk,72248.16,1497595,41,489328,92838
7616,361,Sullivan,41342.01,75783,42.6,27679,53877
7617,361,Tompkins,17420.37,104415,30.4,38986,56200
7618,361,Ulster,37228.03,180129,43.6,69662,61652
7619,361,Warren,39658.74,64701,46.2,27249,60222
7620,361,Wayne,53001.24,91442,43.6,36578,53693
7621,361,Westchester,87588.82,975321,40.6,345885,89968
7622,361,Wyoming,10298.95,40886,41.8,15686,55459
7623,362,Albany,39736.22,308580,37.8,125376,62293
7624,362,Allegany,8824.42,47400,38.6,18124,45359
7625,362,Bronx,33387.69,1455846,33.6,495356,36593
7626,362,Broome,26142.21,196124,39.6,78821,49064
7627,362,Cattaraugus,8872.85,78175,41.7,31723,45571
7628,362,Cayuga,17556.66,78319,42.5,31428,54664
7629,362,Chautauqua,9935.33,130846,42.3,52983,44304
7630,362,Chemung,18461.2,86883,41.2,34664,51251
7631,362,Chenango,20217.54,48763,44.4,20373,48567
7632,362,Clinton,12006.81,81224,39.4,31680,52759
7633,362,Columbia,19135.55,61481,47.4,25470,61093
7634,362,Cortland,11139.22,48334,36.2,17925,52451
7635,362,Dutchess,38607.19,295685,41.8,107384,75585
7636,362,Erie,25647.38,923995,40.3,386371,54006
7637,362,Franklin,12593.47,51054,40.5,18956,50733
7638,362,Fulton,11393.68,53955,43.4,22535,48033
7639,362,Genesee,17345.02,58537,43.2,23951,54033
7640,362,Jefferson,15001.55,116567,31.9,43206,50322
7641,362,Kings,25217.61,2635121,34.8,944650,52782
7642,362,Lewis,12889.05,26845,41.8,10236,51475
7643,362,Livingston,10430.06,64373,40.4,24432,53654
7644,362,Madison,18944.33,71760,41.3,26307,58365
7645,362,Monroe,20645.96,748680,38.6,300496,55272
7646,362,Montgomery,8888.85,49500,41.1,19700,47449
7647,362,Nassau,54164.18,1363069,41.5,444136,105744
7648,362,New York,42705.24,1653877,37.1,758345,79781
7649,362,Niagara,9580.06,212675,43,87978,51656
7650,362,Oneida,26112.25,232324,41,90472,51316
7651,362,Onondaga,32993.62,467669,38.8,185840,57271
7652,362,Ontario,14263.9,109491,43.4,44269,61710
7653,362,Orange,26724.08,378174,36.9,126460,75146
7654,362,Orleans,18004.32,41584,42.8,16214,49223
7655,362,Oswego,11593.57,119833,39.8,45881,51755
7656,362,Otsego,27846.17,60750,42,23627,51254
7657,362,Putnam,52568.95,99464,43.8,34316,99608
7658,362,Queens,34120.4,2339280,38.3,777904,62008
7659,362,Rensselaer,20351.1,159800,39.9,64456,63166
7660,362,Richmond,40847.3,475948,39.9,166150,76244
7661,362,Rockland,55124.98,325027,36.2,99935,88571
7662,362,Saint Lawrence,8531.24,,,,
7663,362,Saratoga,34588.71,226632,42.3,93129,77548
7664,362,Schenectady,33175.35,155239,39.8,53825,61315
7665,362,Steuben,14971.15,97539,42.4,40351,50157
7666,362,Suffolk,46138.68,1497595,41,489328,92838
7667,362,Sullivan,15221.9,75783,42.6,27679,53877
7668,362,Tompkins,13926.22,104415,30.4,38986,56200
7669,362,Ulster,17030.28,180129,43.6,69662,61652
7670,362,Warren,24805.68,64701,46.2,27249,60222
7671,362,Wayne,8981,91442,43.6,36578,53693
7672,362,Westchester,44715.26,975321,40.6,345885,89968
7673,362,Wyoming,5366.53,40886,41.8,15686,55459
7674,363,Albany,46141.6,308580,37.8,125376,62293
7675,363,Bronx,30322.12,1455846,33.6,495356,36593
7676,363,Broome,24146.43,196124,39.6,78821,49064
7677,363,Cattaraugus,30907.53,78175,41.7,31723,45571
7678,363,Cayuga,14548.56,78319,42.5,31428,54664
7679,363,Chautauqua,9659.5,130846,42.3,52983,44304
7680,363,Chemung,18712.71,86883,41.2,34664,51251
7681,363,Chenango,24638.4,48763,44.4,20373,48567
7682,363,Clinton,12956.96,81224,39.4,31680,52759
7683,363,Columbia,22113.75,61481,47.4,25470,61093
7684,363,Cortland,12973.23,48334,36.2,17925,52451
7685,363,Dutchess,42504.87,295685,41.8,107384,75585
7686,363,Erie,23775.67,923995,40.3,386371,54006
7687,363,Franklin,11952.15,51054,40.5,18956,50733
7688,363,Fulton,16705.82,53955,43.4,22535,48033
7689,363,Genesee,18741,58537,43.2,23951,54033
7690,363,Jefferson,52571.99,116567,31.9,43206,50322
7691,363,Kings,29621.09,2635121,34.8,944650,52782
7692,363,Lewis,23517.43,26845,41.8,10236,51475
7693,363,Livingston,14149.02,64373,40.4,24432,53654
7694,363,Madison,23305.9,71760,41.3,26307,58365
7695,363,Monroe,20671.23,748680,38.6,300496,55272
7696,363,Montgomery,26800.87,49500,41.1,19700,47449
7697,363,Nassau,53826.42,1363069,41.5,444136,105744
7698,363,New York,43865.3,1653877,37.1,758345,79781
7699,363,Niagara,14653.84,212675,43,87978,51656
7700,363,Oneida,23327.08,232324,41,90472,51316
7701,363,Onondaga,31611.3,467669,38.8,185840,57271
7702,363,Ontario,13494.76,109491,43.4,44269,61710
7703,363,Orange,30818.64,378174,36.9,126460,75146
7704,363,Orleans,13488.29,41584,42.8,16214,49223
7705,363,Oswego,14595.65,119833,39.8,45881,51755
7706,363,Otsego,24766.61,60750,42,23627,51254
7707,363,Putnam,41537.08,99464,43.8,34316,99608
7708,363,Queens,34713,2339280,38.3,777904,62008
7709,363,Rensselaer,17896.43,159800,39.9,64456,63166
7710,363,Richmond,41148.52,475948,39.9,166150,76244
7711,363,Rockland,57340.45,325027,36.2,99935,88571
7712,363,Saint Lawrence,9734.06,,,,
7713,363,Saratoga,30752.05,226632,42.3,93129,77548
7714,363,Schenectady,24398.86,155239,39.8,53825,61315
7715,363,Steuben,32612.75,97539,42.4,40351,50157
7716,363,Suffolk,40080.39,1497595,41,489328,92838
7717,363,Sullivan,21202.13,75783,42.6,27679,53877
7718,363,Tompkins,12031.64,104415,30.4,38986,56200
7719,363,Ulster,14625.91,180129,43.6,69662,61652
7720,363,Warren,19780.18,64701,46.2,27249,60222
7721,363,Westchester,34016.48,975321,40.6,345885,89968
7722,363,Wyoming,6659.1,40886,41.8,15686,55459
7723,364,Albany,35630.72,308580,37.8,125376,62293
7724,364,Allegany,12812.08,47400,38.6,18124,45359
7725,364,Bronx,37450.21,1455846,33.6,495356,36593
7726,364,Broome,28540.05,196124,39.6,78821,49064
7727,364,Cattaraugus,16719.39,78175,41.7,31723,45571
7728,364,Cayuga,20836.48,78319,42.5,31428,54664
7729,364,Chautauqua,12521.99,130846,42.3,52983,44304
7730,364,Chemung,21574.56,86883,41.2,34664,51251
7731,364,Chenango,29336.94,48763,44.4,20373,48567
7732,364,Clinton,29022.47,81224,39.4,31680,52759
7733,364,Columbia,25832.28,61481,47.4,25470,61093
7734,364,Cortland,16696.83,48334,36.2,17925,52451
7735,364,Delaware,12592,45950,47,19098,47921
7736,364,Dutchess,40389.21,295685,41.8,107384,75585
7737,364,Erie,25610.54,923995,40.3,386371,54006
7738,364,Franklin,13405.04,51054,40.5,18956,50733
7739,364,Fulton,18453.14,53955,43.4,22535,48033
7740,364,Genesee,23312,58537,43.2,23951,54033
7741,364,Herkimer,12893,62943,43.7,25187,49077
7742,364,Jefferson,20709,116567,31.9,43206,50322
7743,364,Kings,41187.8,2635121,34.8,944650,52782
7744,364,Lewis,25391.39,26845,41.8,10236,51475
7745,364,Livingston,20242.29,64373,40.4,24432,53654
7746,364,Madison,16464.24,71760,41.3,26307,58365
7747,364,Monroe,20011.27,748680,38.6,300496,55272
7748,364,Montgomery,14776.05,49500,41.1,19700,47449
7749,364,Nassau,53121.3,1363069,41.5,444136,105744
7750,364,New York,42921.43,1653877,37.1,758345,79781
7751,364,Niagara,19592.79,212675,43,87978,51656
7752,364,Oneida,23829.6,232324,41,90472,51316
7753,364,Onondaga,37324.9,467669,38.8,185840,57271
7754,364,Ontario,14926.55,109491,43.4,44269,61710
7755,364,Orange,39677.79,378174,36.9,126460,75146
7756,364,Orleans,8112.44,41584,42.8,16214,49223
7757,364,Oswego,23993.79,119833,39.8,45881,51755
7758,364,Otsego,24210.37,60750,42,23627,51254
7759,364,Putnam,32440.4,99464,43.8,34316,99608
7760,364,Queens,36891.91,2339280,38.3,777904,62008
7761,364,Rensselaer,31454.57,159800,39.9,64456,63166
7762,364,Richmond,47227.21,475948,39.9,166150,76244
7763,364,Rockland,55341.05,325027,36.2,99935,88571
7764,364,Saint Lawrence,13029.22,,,,
7765,364,Saratoga,30799.94,226632,42.3,93129,77548
7766,364,Schenectady,39215.95,155239,39.8,53825,61315
7767,364,Schuyler,12091.67,18112,45.7,7444,47810
7768,364,Steuben,17477.97,97539,42.4,40351,50157
7769,364,Suffolk,46744.22,1497595,41,489328,92838
7770,364,Sullivan,27918.61,75783,42.6,27679,53877
7771,364,Tompkins,13558.27,104415,30.4,38986,56200
7772,364,Ulster,35511.84,180129,43.6,69662,61652
7773,364,Warren,31046.42,64701,46.2,27249,60222
7774,364,Wayne,23776.5,91442,43.6,36578,53693
7775,364,Westchester,49557.88,975321,40.6,345885,89968
7776,364,Wyoming,8998.13,40886,41.8,15686,55459
7777,380,Albany,29986.35,308580,37.8,125376,62293
7778,380,Allegany,9455.05,47400,38.6,18124,45359
7779,380,Bronx,45215.33,1455846,33.6,495356,36593
7780,380,Broome,20432.67,196124,39.6,78821,49064
7781,380,Cattaraugus,11214.42,78175,41.7,31723,45571
7782,380,Cayuga,17193.54,78319,42.5,31428,54664
7783,380,Chautauqua,11236,130846,42.3,52983,44304
7784,380,Chemung,18172.55,86883,41.2,34664,51251
7785,380,Chenango,21055.45,48763,44.4,20373,48567
7786,380,Clinton,28352.77,81224,39.4,31680,52759
7787,380,Columbia,17474.88,61481,47.4,25470,61093
7788,380,Cortland,12185.18,48334,36.2,17925,52451
7789,380,Delaware,12620.17,45950,47,19098,47921
7790,380,Dutchess,36410.55,295685,41.8,107384,75585
7791,380,Erie,20763.4,923995,40.3,386371,54006
7792,380,Essex,8111.66,38233,46.7,15257,55294
7793,380,Franklin,10908.98,51054,40.5,18956,50733
7794,380,Fulton,22020.99,53955,43.4,22535,48033
7795,380,Genesee,14742.86,58537,43.2,23951,54033
7796,380,Herkimer,10502.17,62943,43.7,25187,49077
7797,380,Jefferson,27060.18,116567,31.9,43206,50322
7798,380,Kings,33412.53,2635121,34.8,944650,52782
7799,380,Lewis,11332.37,26845,41.8,10236,51475
7800,380,Livingston,14127.76,64373,40.4,24432,53654
7801,380,Madison,17265.68,71760,41.3,26307,58365
7802,380,Monroe,18887.84,748680,38.6,300496,55272
7803,380,Montgomery,13459.18,49500,41.1,19700,47449
7804,380,Nassau,40180.75,1363069,41.5,444136,105744
7805,380,New York,48312.39,1653877,37.1,758345,79781
7806,380,Niagara,14901.28,212675,43,87978,51656
7807,380,Oneida,18141.77,232324,41,90472,51316
7808,380,Onondaga,25512.97,467669,38.8,185840,57271
7809,380,Ontario,14279.61,109491,43.4,44269,61710
7810,380,Orange,39703.65,378174,36.9,126460,75146
7811,380,Orleans,6637.2,41584,42.8,16214,49223
7812,380,Oswego,15113.11,119833,39.8,45881,51755
7813,380,Otsego,12785.99,60750,42,23627,51254
7814,380,Putnam,28504.26,99464,43.8,34316,99608
7815,380,Queens,32436.67,2339280,38.3,777904,62008
7816,380,Rensselaer,19775.84,159800,39.9,64456,63166
7817,380,Richmond,30475.28,475948,39.9,166150,76244
7818,380,Rockland,39374.05,325027,36.2,99935,88571
7819,380,Saint Lawrence,11141.84,,,,
7820,380,Saratoga,34400.14,226632,42.3,93129,77548
7821,380,Schenectady,27878.86,155239,39.8,53825,61315
7822,380,Schuyler,6891.23,18112,45.7,7444,47810
7823,380,Steuben,13910.68,97539,42.4,40351,50157
7824,380,Suffolk,48096.48,1497595,41,489328,92838
7825,380,Sullivan,31132.77,75783,42.6,27679,53877
7826,380,Tompkins,9843.45,104415,30.4,38986,56200
7827,380,Ulster,33933.84,180129,43.6,69662,61652
7828,380,Warren,23467.02,64701,46.2,27249,60222
7829,380,Wayne,17520.77,91442,43.6,36578,53693
7830,380,Westchester,32644.47,975321,40.6,345885,89968
7831,380,Wyoming,9877,40886,41.8,15686,55459
7832,380,Yates,7660.12,25083,41.7,9338,51758
7833,381,Albany,20248.69,308580,37.8,125376,62293
7834,381,Allegany,4230.04,47400,38.6,18124,45359
7835,381,Bronx,31906.82,1455846,33.6,495356,36593
7836,381,Broome,11242.15,196124,39.6,78821,49064
7837,381,Cattaraugus,8749.57,78175,41.7,31723,45571
7838,381,Cayuga,11240.97,78319,42.5,31428,54664
7839,381,Chautauqua,6982.5,130846,42.3,52983,44304
7840,381,Chemung,13459.96,86883,41.2,34664,51251
7841,381,Chenango,12339.28,48763,44.4,20373,48567
7842,381,Clinton,33090.57,81224,39.4,31680,52759
7843,381,Columbia,13300.92,61481,47.4,25470,61093
7844,381,Cortland,11299.66,48334,36.2,17925,52451
7845,381,Delaware,6754,45950,47,19098,47921
7846,381,Dutchess,31308.78,295685,41.8,107384,75585
7847,381,Erie,20130.93,923995,40.3,386371,54006
7848,381,Essex,8181.46,38233,46.7,15257,55294
7849,381,Franklin,15397.71,51054,40.5,18956,50733
7850,381,Fulton,19083.3,53955,43.4,22535,48033
7851,381,Genesee,12067.18,58537,43.2,23951,54033
7852,381,Herkimer,7280.33,62943,43.7,25187,49077
7853,381,Jefferson,15767.36,116567,31.9,43206,50322
7854,381,Kings,27126.9,2635121,34.8,944650,52782
7855,381,Lewis,6767.26,26845,41.8,10236,51475
7856,381,Livingston,9017.49,64373,40.4,24432,53654
7857,381,Madison,10460.41,71760,41.3,26307,58365
7858,381,Monroe,18252.36,748680,38.6,300496,55272
7859,381,Montgomery,12808.05,49500,41.1,19700,47449
7860,381,Nassau,33515.77,1363069,41.5,444136,105744
7861,381,New York,43691.36,1653877,37.1,758345,79781
7862,381,Niagara,8482.07,212675,43,87978,51656
7863,381,Oneida,12262.37,232324,41,90472,51316
7864,381,Onondaga,26041.31,467669,38.8,185840,57271
7865,381,Ontario,9952.9,109491,43.4,44269,61710
7866,381,Orange,29997.55,378174,36.9,126460,75146
7867,381,Orleans,3376.49,41584,42.8,16214,49223
7868,381,Oswego,7565.82,119833,39.8,45881,51755
7869,381,Otsego,12763.98,60750,42,23627,51254
7870,381,Putnam,31611.19,99464,43.8,34316,99608
7871,381,Queens,27571.65,2339280,38.3,777904,62008
7872,381,Rensselaer,16327.38,159800,39.9,64456,63166
7873,381,Richmond,46548.75,475948,39.9,166150,76244
7874,381,Rockland,30920.51,325027,36.2,99935,88571
7875,381,Saint Lawrence,8923.37,,,,
7876,381,Saratoga,21263.53,226632,42.3,93129,77548
7877,381,Schenectady,12696.37,155239,39.8,53825,61315
7878,381,Schuyler,5178.75,18112,45.7,7444,47810
7879,381,Steuben,11119.05,97539,42.4,40351,50157
7880,381,Suffolk,34057.4,1497595,41,489328,92838
7881,381,Sullivan,21383.97,75783,42.6,27679,53877
