,APR DRG Code,County,Weighted avg,Total Population,Median age,Number of Households,Median Income
12640,722,Lewis,5572.86,26845,41.8,10236,51475
12641,722,Livingston,9821.78,64373,40.4,24432,53654
12642,722,Madison,9854.05,71760,41.3,26307,58365
12643,722,Monroe,10002.44,748680,38.6,300496,55272
12644,722,Montgomery,15301.93,49500,41.1,19700,47449
12645,722,Nassau,27803.65,1363069,41.5,444136,105744
12646,722,New York,26897.76,1653877,37.1,758345,79781
12647,722,Niagara,9185.8,212675,43,87978,51656
12648,722,Oneida,13370.59,232324,41,90472,51316
12649,722,Onondaga,14466.23,467669,38.8,185840,57271
12650,722,Ontario,9355.14,109491,43.4,44269,61710
12651,722,Orange,21285.15,378174,36.9,126460,75146
12652,722,Orleans,5381.65,41584,42.8,16214,49223
12653,722,Oswego,10632.75,119833,39.8,45881,51755
12654,722,Otsego,10315.94,60750,42,23627,51254
12655,722,Putnam,22819.3,99464,43.8,34316,99608
12656,722,Queens,17334.69,2339280,38.3,777904,62008
12657,722,Rensselaer,16927.24,159800,39.9,64456,63166
12658,722,Richmond,17836.53,475948,39.9,166150,76244
12659,722,Rockland,22762.65,325027,36.2,99935,88571
12660,722,Saint Lawrence,8642.13,,,,
12661,722,Saratoga,17361.78,226632,42.3,93129,77548
12662,722,Schenectady,12911.19,155239,39.8,53825,61315
12663,722,Schuyler,7065.91,18112,45.7,7444,47810
12664,722,Steuben,8412.97,97539,42.4,40351,50157
12665,722,Suffolk,27095.05,1497595,41,489328,92838
12666,722,Sullivan,10580.51,75783,42.6,27679,53877
12667,722,Tompkins,6833.75,104415,30.4,38986,56200
12668,722,Ulster,21275.47,180129,43.6,69662,61652
12669,722,Warren,13316.92,64701,46.2,27249,60222
12670,722,Wayne,16135.24,91442,43.6,36578,53693
12671,722,Westchester,23885.97,975321,40.6,345885,89968
12672,722,Wyoming,5422.28,40886,41.8,15686,55459
12673,722,Yates,10001.99,25083,41.7,9338,51758
12674,723,Albany,17371.98,308580,37.8,125376,62293
12675,723,Allegany,5020.43,47400,38.6,18124,45359
12676,723,Bronx,23383.01,1455846,33.6,495356,36593
12677,723,Broome,11840.09,196124,39.6,78821,49064
12678,723,Cattaraugus,4408.11,78175,41.7,31723,45571
12679,723,Cayuga,10862.88,78319,42.5,31428,54664
12680,723,Chautauqua,6030.54,130846,42.3,52983,44304
12681,723,Chemung,9575.32,86883,41.2,34664,51251
12682,723,Chenango,9251.03,48763,44.4,20373,48567
12683,723,Clinton,16689.92,81224,39.4,31680,52759
12684,723,Columbia,9041.58,61481,47.4,25470,61093
12685,723,Cortland,7849.18,48334,36.2,17925,52451
12686,723,Delaware,7041.03,45950,47,19098,47921
12687,723,Dutchess,19436.32,295685,41.8,107384,75585
12688,723,Erie,12466.67,923995,40.3,386371,54006
12689,723,Franklin,8558.4,51054,40.5,18956,50733
12690,723,Fulton,7976.5,53955,43.4,22535,48033
12691,723,Genesee,9432.21,58537,43.2,23951,54033
12692,723,Herkimer,7877.43,62943,43.7,25187,49077
12693,723,Jefferson,11572.46,116567,31.9,43206,50322
12694,723,Kings,14035.99,2635121,34.8,944650,52782
12695,723,Lewis,7077.04,26845,41.8,10236,51475
12696,723,Livingston,7964.99,64373,40.4,24432,53654
12697,723,Madison,11347.43,71760,41.3,26307,58365
12698,723,Monroe,10963.26,748680,38.6,300496,55272
12699,723,Montgomery,10453.11,49500,41.1,19700,47449
12700,723,Nassau,25671.68,1363069,41.5,444136,105744
12701,723,New York,34786.54,1653877,37.1,758345,79781
12702,723,Niagara,6909.39,212675,43,87978,51656
12703,723,Oneida,11387.24,232324,41,90472,51316
12704,723,Onondaga,16368.13,467669,38.8,185840,57271
12705,723,Ontario,8958.72,109491,43.4,44269,61710
12706,723,Orange,20344.56,378174,36.9,126460,75146
12707,723,Orleans,3003.51,41584,42.8,16214,49223
12708,723,Oswego,6205.24,119833,39.8,45881,51755
12709,723,Otsego,8652.29,60750,42,23627,51254
12710,723,Putnam,22087.63,99464,43.8,34316,99608
12711,723,Queens,18463.83,2339280,38.3,777904,62008
12712,723,Rensselaer,14919.03,159800,39.9,64456,63166
12713,723,Richmond,15174.77,475948,39.9,166150,76244
12714,723,Rockland,27078.05,325027,36.2,99935,88571
12715,723,Saint Lawrence,6847.97,,,,
12716,723,Saratoga,16588.13,226632,42.3,93129,77548
12717,723,Schenectady,12575.98,155239,39.8,53825,61315
12718,723,Schuyler,4916.27,18112,45.7,7444,47810
12719,723,Steuben,7067.41,97539,42.4,40351,50157
12720,723,Suffolk,22795.69,1497595,41,489328,92838
12721,723,Sullivan,9482.54,75783,42.6,27679,53877
12722,723,Tompkins,6099.82,104415,30.4,38986,56200
12723,723,Ulster,18491.52,180129,43.6,69662,61652
12724,723,Warren,14948.82,64701,46.2,27249,60222
12725,723,Wayne,10244.33,91442,43.6,36578,53693
12726,723,Westchester,28747.97,975321,40.6,345885,89968
12727,723,Wyoming,5453.38,40886,41.8,15686,55459
12728,723,Yates,7376.46,25083,41.7,9338,51758
12729,724,Albany,29729.84,308580,37.8,125376,62293
12730,724,Allegany,36860.97,47400,38.6,18124,45359
12731,724,Bronx,36726.4,1455846,33.6,495356,36593
12732,724,Broome,19223.2,196124,39.6,78821,49064
12733,724,Cattaraugus,11812.32,78175,41.7,31723,45571
12734,724,Cayuga,19610.55,78319,42.5,31428,54664
12735,724,Chautauqua,12472.86,130846,42.3,52983,44304
12736,724,Chemung,23008.09,86883,41.2,34664,51251
12737,724,Chenango,28444.31,48763,44.4,20373,48567
12738,724,Clinton,29704.07,81224,39.4,31680,52759
12739,724,Columbia,15407.82,61481,47.4,25470,61093
12740,724,Cortland,15793.61,48334,36.2,17925,52451
12741,724,Delaware,7740.67,45950,47,19098,47921
12742,724,Dutchess,31001.25,295685,41.8,107384,75585
12743,724,Erie,29905.61,923995,40.3,386371,54006
12744,724,Essex,10162.34,38233,46.7,15257,55294
12745,724,Franklin,13463.17,51054,40.5,18956,50733
12746,724,Fulton,14703.28,53955,43.4,22535,48033
12747,724,Genesee,12697.73,58537,43.2,23951,54033
12748,724,Herkimer,10563.83,62943,43.7,25187,49077
12749,724,Jefferson,17537.26,116567,31.9,43206,50322
12750,724,Kings,30736.05,2635121,34.8,944650,52782
12751,724,Lewis,13648.79,26845,41.8,10236,51475
12752,724,Livingston,12832.96,64373,40.4,24432,53654
12753,724,Madison,18617,71760,41.3,26307,58365
12754,724,Monroe,21817.96,748680,38.6,300496,55272
12755,724,Montgomery,22533.93,49500,41.1,19700,47449
12756,724,Nassau,55383.79,1363069,41.5,444136,105744
12757,724,New York,61421.49,1653877,37.1,758345,79781
12758,724,Niagara,14343.89,212675,43,87978,51656
12759,724,Oneida,24106.16,232324,41,90472,51316
12760,724,Onondaga,28216.74,467669,38.8,185840,57271
12761,724,Ontario,15019.71,109491,43.4,44269,61710
12762,724,Orange,35028.85,378174,36.9,126460,75146
12763,724,Orleans,21970.49,41584,42.8,16214,49223
12764,724,Oswego,20060.24,119833,39.8,45881,51755
12765,724,Otsego,19585.68,60750,42,23627,51254
12766,724,Putnam,25669.22,99464,43.8,34316,99608
12767,724,Queens,36540.48,2339280,38.3,777904,62008
12768,724,Rensselaer,25670.88,159800,39.9,64456,63166
12769,724,Richmond,35073.22,475948,39.9,166150,76244
12770,724,Rockland,39785.38,325027,36.2,99935,88571
12771,724,Saint Lawrence,14168.97,,,,
12772,724,Saratoga,25771.22,226632,42.3,93129,77548
12773,724,Schenectady,29724.12,155239,39.8,53825,61315
12774,724,Schuyler,12644.17,18112,45.7,7444,47810
12775,724,Steuben,13104.8,97539,42.4,40351,50157
12776,724,Suffolk,44989.97,1497595,41,489328,92838
12777,724,Sullivan,20937.8,75783,42.6,27679,53877
12778,724,Tompkins,11854.12,104415,30.4,38986,56200
12779,724,Ulster,31340.11,180129,43.6,69662,61652
12780,724,Warren,24063.21,64701,46.2,27249,60222
12781,724,Wayne,21053.2,91442,43.6,36578,53693
12782,724,Westchester,43386.64,975321,40.6,345885,89968
12783,724,Wyoming,7777.77,40886,41.8,15686,55459
12784,724,Yates,12638.78,25083,41.7,9338,51758
12785,740,Albany,96180.93,308580,37.8,125376,62293
12786,740,Bronx,86457.44,1455846,33.6,495356,36593
12787,740,Broome,48263.8,196124,39.6,78821,49064
12788,740,Cattaraugus,19103,78175,41.7,31723,45571
12789,740,Cayuga,20968.65,78319,42.5,31428,54664
12790,740,Chautauqua,28264.78,130846,42.3,52983,44304
12791,740,Chemung,20586.57,86883,41.2,34664,51251
12792,740,Clinton,71335.58,81224,39.4,31680,52759
12793,740,Columbia,49047.64,61481,47.4,25470,61093
12794,740,Dutchess,41687.02,295685,41.8,107384,75585
12795,740,Erie,50764.76,923995,40.3,386371,54006
12796,740,Fulton,25108.06,53955,43.4,22535,48033
12797,740,Genesee,174528,58537,43.2,23951,54033
12798,740,Jefferson,19678.75,116567,31.9,43206,50322
12799,740,Kings,71401.2,2635121,34.8,944650,52782
12800,740,Livingston,44262,64373,40.4,24432,53654
12801,740,Madison,12776,71760,41.3,26307,58365
12802,740,Monroe,45714.99,748680,38.6,300496,55272
12803,740,Montgomery,9302.01,49500,41.1,19700,47449
12804,740,Nassau,153995.59,1363069,41.5,444136,105744
12805,740,New York,98652.66,1653877,37.1,758345,79781
12806,740,Niagara,14715.71,212675,43,87978,51656
12807,740,Oneida,39959.88,232324,41,90472,51316
12808,740,Onondaga,71947.62,467669,38.8,185840,57271
12809,740,Ontario,13190.7,109491,43.4,44269,61710
12810,740,Orange,61923.68,378174,36.9,126460,75146
12811,740,Orleans,4592.4,41584,42.8,16214,49223
12812,740,Oswego,33683.08,119833,39.8,45881,51755
12813,740,Otsego,36875.45,60750,42,23627,51254
12814,740,Putnam,58076.78,99464,43.8,34316,99608
12815,740,Queens,104716.08,2339280,38.3,777904,62008
12816,740,Rensselaer,38307.02,159800,39.9,64456,63166
12817,740,Richmond,67787.91,475948,39.9,166150,76244
12818,740,Rockland,74422.33,325027,36.2,99935,88571
12819,740,Saint Lawrence,7866.88,,,,
12820,740,Saratoga,32533.14,226632,42.3,93129,77548
12821,740,Schenectady,73373.25,155239,39.8,53825,61315
12822,740,Steuben,14376.32,97539,42.4,40351,50157
12823,740,Suffolk,138255.13,1497595,41,489328,92838
12824,740,Sullivan,40599.9,75783,42.6,27679,53877
12825,740,Tompkins,17292.02,104415,30.4,38986,56200
12826,740,Ulster,39774.39,180129,43.6,69662,61652
12827,740,Warren,12808.65,64701,46.2,27249,60222
12828,740,Wayne,19438,91442,43.6,36578,53693
12829,740,Westchester,103604.02,975321,40.6,345885,89968
12830,740,Wyoming,7304.56,40886,41.8,15686,55459
12831,750,Albany,38752.82,308580,37.8,125376,62293
12832,750,Bronx,42923.96,1455846,33.6,495356,36593
12833,750,Broome,25794.36,196124,39.6,78821,49064
12834,750,Cattaraugus,11968.79,78175,41.7,31723,45571
12835,750,Cayuga,21899.14,78319,42.5,31428,54664
12836,750,Chautauqua,12355.99,130846,42.3,52983,44304
12837,750,Chemung,14917.83,86883,41.2,34664,51251
12838,750,Clinton,28793.2,81224,39.4,31680,52759
12839,750,Columbia,37750.71,61481,47.4,25470,61093
12840,750,Cortland,10611.94,48334,36.2,17925,52451
12841,750,Dutchess,23652.06,295685,41.8,107384,75585
12842,750,Erie,26813.18,923995,40.3,386371,54006
12843,750,Franklin,23751.97,51054,40.5,18956,50733
12844,750,Genesee,15136.58,58537,43.2,23951,54033
12845,750,Jefferson,23064.35,116567,31.9,43206,50322
12846,750,Kings,44546.73,2635121,34.8,944650,52782
12847,750,Livingston,8333.87,64373,40.4,24432,53654
12848,750,Madison,25672.38,71760,41.3,26307,58365
12849,750,Monroe,25063.77,748680,38.6,300496,55272
12850,750,Montgomery,11856.91,49500,41.1,19700,47449
12851,750,Nassau,77866.51,1363069,41.5,444136,105744
12852,750,New York,58645.96,1653877,37.1,758345,79781
12853,750,Niagara,18650.41,212675,43,87978,51656
12854,750,Oneida,16994.86,232324,41,90472,51316
12855,750,Onondaga,29736.18,467669,38.8,185840,57271
12856,750,Ontario,11031.82,109491,43.4,44269,61710
12857,750,Orange,44541.32,378174,36.9,126460,75146
12858,750,Orleans,10268.13,41584,42.8,16214,49223
12859,750,Oswego,15179.63,119833,39.8,45881,51755
12860,750,Otsego,13824.46,60750,42,23627,51254
12861,750,Putnam,51067.39,99464,43.8,34316,99608
12862,750,Queens,57893.19,2339280,38.3,777904,62008
12863,750,Rensselaer,25285.05,159800,39.9,64456,63166
12864,750,Richmond,48966.62,475948,39.9,166150,76244
12865,750,Rockland,77304.12,325027,36.2,99935,88571
12866,750,Saint Lawrence,19058.58,,,,
12867,750,Saratoga,22147.27,226632,42.3,93129,77548
12868,750,Schenectady,25798.4,155239,39.8,53825,61315
12869,750,Schuyler,6917.23,18112,45.7,7444,47810
12870,750,Steuben,9605.19,97539,42.4,40351,50157
12871,750,Suffolk,64078.52,1497595,41,489328,92838
12872,750,Sullivan,26216.66,75783,42.6,27679,53877
12873,750,Tompkins,16669.33,104415,30.4,38986,56200
12874,750,Ulster,54331.48,180129,43.6,69662,61652
12875,750,Warren,20691.8,64701,46.2,27249,60222
12876,750,Wayne,19755.16,91442,43.6,36578,53693
12877,750,Westchester,67555.22,975321,40.6,345885,89968
12878,750,Wyoming,11906.58,40886,41.8,15686,55459
12879,750,Yates,9727.37,25083,41.7,9338,51758
12880,751,Albany,27178.96,308580,37.8,125376,62293
12881,751,Allegany,9001.57,47400,38.6,18124,45359
12882,751,Bronx,29449.87,1455846,33.6,495356,36593
12883,751,Broome,18776.5,196124,39.6,78821,49064
12884,751,Cattaraugus,5819.57,78175,41.7,31723,45571
12885,751,Cayuga,13881.09,78319,42.5,31428,54664
12886,751,Chautauqua,7912.99,130846,42.3,52983,44304
12887,751,Chemung,10260.9,86883,41.2,34664,51251
12888,751,Chenango,22537.5,48763,44.4,20373,48567
12889,751,Clinton,15390.58,81224,39.4,31680,52759
12890,751,Columbia,25647.75,61481,47.4,25470,61093
12891,751,Cortland,6047.01,48334,36.2,17925,52451
12892,751,Delaware,6444.45,45950,47,19098,47921
12893,751,Dutchess,15010.63,295685,41.8,107384,75585
12894,751,Erie,18522.25,923995,40.3,386371,54006
12895,751,Essex,6754.3,38233,46.7,15257,55294
12896,751,Franklin,18602.94,51054,40.5,18956,50733
12897,751,Fulton,22714.57,53955,43.4,22535,48033
12898,751,Genesee,13149.61,58537,43.2,23951,54033
12899,751,Herkimer,11472,62943,43.7,25187,49077
12900,751,Jefferson,14419.16,116567,31.9,43206,50322
12901,751,Kings,29712.62,2635121,34.8,944650,52782
12902,751,Lewis,8980.42,26845,41.8,10236,51475
12903,751,Livingston,7217.56,64373,40.4,24432,53654
12904,751,Madison,19773.48,71760,41.3,26307,58365
12905,751,Monroe,17569.19,748680,38.6,300496,55272
12906,751,Montgomery,7626.81,49500,41.1,19700,47449
12907,751,Nassau,40720.6,1363069,41.5,444136,105744
12908,751,New York,44845.52,1653877,37.1,758345,79781
12909,751,Niagara,10477.99,212675,43,87978,51656
12910,751,Oneida,10737.24,232324,41,90472,51316
12911,751,Onondaga,22060.77,467669,38.8,185840,57271
12912,751,Ontario,6769.17,109491,43.4,44269,61710
12913,751,Orange,25748.73,378174,36.9,126460,75146
12914,751,Orleans,5886.03,41584,42.8,16214,49223
12915,751,Oswego,8956.81,119833,39.8,45881,51755
12916,751,Otsego,9837.09,60750,42,23627,51254
12917,751,Putnam,28513.1,99464,43.8,34316,99608
12918,751,Queens,41474.69,2339280,38.3,777904,62008
12919,751,Rensselaer,16834.16,159800,39.9,64456,63166
12920,751,Richmond,30005.2,475948,39.9,166150,76244
12921,751,Rockland,34271.66,325027,36.2,99935,88571
12922,751,Saint Lawrence,12849.95,,,,
12923,751,Saratoga,12962.44,226632,42.3,93129,77548
12924,751,Schenectady,17887,155239,39.8,53825,61315
12925,751,Schuyler,7341.29,18112,45.7,7444,47810
12926,751,Steuben,6705.76,97539,42.4,40351,50157
12927,751,Suffolk,32887.25,1497595,41,489328,92838
12928,751,Sullivan,13671.78,75783,42.6,27679,53877
12929,751,Tompkins,10890.66,104415,30.4,38986,56200
12930,751,Ulster,29611.47,180129,43.6,69662,61652
12931,751,Warren,14359.77,64701,46.2,27249,60222
12932,751,Wayne,9422.98,91442,43.6,36578,53693
12933,751,Westchester,36815.47,975321,40.6,345885,89968
12934,751,Wyoming,7744.55,40886,41.8,15686,55459
12935,751,Yates,6492.65,25083,41.7,9338,51758
12936,752,Albany,21822.08,308580,37.8,125376,62293
12937,752,Bronx,31566.57,1455846,33.6,495356,36593
12938,752,Broome,16150.02,196124,39.6,78821,49064
12939,752,Cattaraugus,4195.85,78175,41.7,31723,45571
12940,752,Cayuga,19084.67,78319,42.5,31428,54664
12941,752,Chautauqua,7773.04,130846,42.3,52983,44304
12942,752,Chemung,8468.33,86883,41.2,34664,51251
12943,752,Clinton,15507.75,81224,39.4,31680,52759
12944,752,Columbia,30239.03,61481,47.4,25470,61093
12945,752,Cortland,6809.99,48334,36.2,17925,52451
12946,752,Delaware,19156,45950,47,19098,47921
12947,752,Dutchess,135448.52,295685,41.8,107384,75585
12948,752,Erie,18552.63,923995,40.3,386371,54006
12949,752,Franklin,20886.03,51054,40.5,18956,50733
12950,752,Jefferson,14030.46,116567,31.9,43206,50322
12951,752,Kings,22072.92,2635121,34.8,944650,52782
12952,752,Monroe,14104.59,748680,38.6,300496,55272
12953,752,Montgomery,6441.25,49500,41.1,19700,47449
12954,752,Nassau,41963.01,1363069,41.5,444136,105744
12955,752,New York,25455.9,1653877,37.1,758345,79781
12956,752,Niagara,4847.75,212675,43,87978,51656
12957,752,Oneida,8761.98,232324,41,90472,51316
12958,752,Onondaga,19340.67,467669,38.8,185840,57271
12959,752,Ontario,5692.39,109491,43.4,44269,61710
12960,752,Orange,22897.6,378174,36.9,126460,75146
12961,752,Oswego,3549.66,119833,39.8,45881,51755
12962,752,Otsego,9103.18,60750,42,23627,51254
12963,752,Putnam,24939.19,99464,43.8,34316,99608
12964,752,Queens,36049.06,2339280,38.3,777904,62008
12965,752,Rensselaer,11415.58,159800,39.9,64456,63166
12966,752,Richmond,24915.65,475948,39.9,166150,76244
12967,752,Rockland,19407.33,325027,36.2,99935,88571
12968,752,Saint Lawrence,6184.74,,,,
12969,752,Saratoga,14449.03,226632,42.3,93129,77548
12970,752,Schenectady,9727.61,155239,39.8,53825,61315
12971,752,Steuben,3745.07,97539,42.4,40351,50157
12972,752,Suffolk,34447.82,1497595,41,489328,92838
12973,752,Sullivan,6548.21,75783,42.6,27679,53877
12974,752,Tompkins,8802.01,104415,30.4,38986,56200
12975,752,Ulster,30579.39,180129,43.6,69662,61652
12976,752,Warren,8219.12,64701,46.2,27249,60222
12977,752,Wayne,7181.95,91442,43.6,36578,53693
12978,752,Westchester,39843.63,975321,40.6,345885,89968
12979,752,Wyoming,14687.09,40886,41.8,15686,55459
12980,752,Yates,6730.48,25083,41.7,9338,51758
12981,753,Albany,26978.48,308580,37.8,125376,62293
12982,753,Bronx,27706.7,1455846,33.6,495356,36593
12983,753,Broome,17183.81,196124,39.6,78821,49064
12984,753,Cattaraugus,6780.57,78175,41.7,31723,45571
12985,753,Cayuga,14469.82,78319,42.5,31428,54664
12986,753,Chautauqua,7486.76,130846,42.3,52983,44304
12987,753,Chemung,10368.76,86883,41.2,34664,51251
12988,753,Chenango,8739,48763,44.4,20373,48567
12989,753,Clinton,17116.82,81224,39.4,31680,52759
12990,753,Columbia,24205.13,61481,47.4,25470,61093
12991,753,Cortland,6352.34,48334,36.2,17925,52451
12992,753,Dutchess,15278.21,295685,41.8,107384,75585
12993,753,Erie,18419.56,923995,40.3,386371,54006
12994,753,Essex,6947.52,38233,46.7,15257,55294
12995,753,Franklin,19370.63,51054,40.5,18956,50733
12996,753,Fulton,7588.61,53955,43.4,22535,48033
12997,753,Genesee,14736.02,58537,43.2,23951,54033
12998,753,Herkimer,7109,62943,43.7,25187,49077
12999,753,Jefferson,15645.04,116567,31.9,43206,50322
13000,753,Kings,28652.73,2635121,34.8,944650,52782
13001,753,Lewis,7017.2,26845,41.8,10236,51475
13002,753,Livingston,14913,64373,40.4,24432,53654
13003,753,Madison,12043.88,71760,41.3,26307,58365
13004,753,Monroe,18481.46,748680,38.6,300496,55272
13005,753,Montgomery,7519.84,49500,41.1,19700,47449
13006,753,Nassau,47535.65,1363069,41.5,444136,105744
13007,753,New York,39670.6,1653877,37.1,758345,79781
13008,753,Niagara,10779.04,212675,43,87978,51656
13009,753,Oneida,11195.62,232324,41,90472,51316
13010,753,Onondaga,19584.42,467669,38.8,185840,57271
13011,753,Ontario,7688.58,109491,43.4,44269,61710
13012,753,Orange,28293.48,378174,36.9,126460,75146
13013,753,Orleans,5842.46,41584,42.8,16214,49223
13014,753,Oswego,9370.43,119833,39.8,45881,51755
13015,753,Otsego,9183.34,60750,42,23627,51254
